Date,GBPUSD,EURUSD,CHFUSD,AUDUSD,CADUSD,CNYUSD,INRUSD,JPYUSD
02-01-2012,1.551205,1.296008,1.065984,1.020804,0.979528,0.159109,0.018865,0.012984
03-01-2012,1.552,1.294096,1.064509,1.025399,0.982898,0.159134,0.018762,0.012999
04-01-2012,1.564407,1.305602,1.073076,1.037,0.989022,0.158806,0.01885,0.013034
05-01-2012,1.560939,1.293142,1.061458,1.034126,0.986777,0.158831,0.018921,0.013036
06-01-2012,1.550171,1.279607,1.05031,1.025704,0.980777,0.158516,0.018954,0.012962
09-01-2012,1.541949,1.268038,1.043297,1.019805,0.971723,0.158745,0.018985,0.013002
10-01-2012,1.545906,1.277596,1.054964,1.025399,0.978091,0.158403,0.019091,0.013011
11-01-2012,1.547461,1.275185,1.051879,1.029803,0.983574,0.158428,0.01938,0.013012
12-01-2012,1.533601,1.272394,1.049098,1.031523,0.982125,0.158328,0.019324,0.013011
13-01-2012,1.534213,1.282051,1.059547,1.033666,0.982318,0.158283,0.019436,0.013024
16-01-2012,1.530011,1.264702,1.047779,1.028119,0.976277,0.158831,0.019443,0.013002
17-01-2012,1.532497,1.266705,1.046682,1.032002,0.982704,0.158577,0.019463,0.013017
18-01-2012,1.53386,1.2746,1.053741,1.03798,0.985416,0.158303,0.019743,0.013017
19-01-2012,1.542996,1.286604,1.06519,1.041895,0.988631,0.158453,0.019857,0.013026
20-01-2012,1.548827,1.296496,1.072731,1.041591,0.988631,0.158549,0.01988,0.012974
23-01-2012,1.554557,1.288477,1.067293,1.046803,0.985222,0.158113,0.019911,0.012994
24-01-2012,1.557899,1.302694,1.078214,1.052898,0.992664,0.158378,0.020064,0.012987
25-01-2012,1.562695,1.304104,1.078167,1.047998,0.99108,0.158178,0.02,0.012872
26-01-2012,1.566097,1.310736,1.084952,1.059288,0.995619,0.158391,0.02,0.012858
27-01-2012,1.568209,1.309278,null,1.061582,0.997606,0.157878,0.01905,0.01291
30-01-2012,1.572401,1.320795,1.09517,1.063717,0.998602,0.158128,0.020248,0.013032
31-01-2012,1.570845,1.313957,null,1.058604,0.997606,0.158388,0.01905,0.013096
01-02-2012,1.576044,1.307702,1.086484,1.060805,0.997029,0.158514,0.020202,0.013111
02-02-2012,1.584284,1.317003,1.093613,1.0718,1.002506,0.158559,0.020404,0.013125
03-02-2012,1.580278,1.313715,1.090156,1.070503,1.0006,0.158624,0.020408,0.013127
06-02-2012,1.580303,1.312715,1.088021,1.075199,1.006543,0.158614,0.020554,0.013063
07-02-2012,1.581278,1.312164,1.087666,1.072202,1.003814,0.158441,0.020386,0.013063
08-02-2012,1.58932,1.324854,1.096215,1.079797,1.004964,0.158516,0.02039,0.013023
09-02-2012,1.581278,1.324854,1.094931,1.078795,1.003714,0.15877,0.020347,0.012977
10-02-2012,1.581278,1.327845,1.096371,1.076913,1.004823,0.158846,0.020207,0.012881
13-02-2012,1.578208,1.323679,1.094331,1.070905,0.9999,0.158899,0.020262,0.01287
14-02-2012,1.572574,1.315789,1.088649,1.070503,0.999101,0.158854,0.02033,0.012902
15-02-2012,1.56912,1.31337,1.087548,1.0704,1.001502,0.158801,0.02026,0.012762
16-02-2012,1.568874,1.305807,1.0819,1.06873,0.9997,0.158778,0.020291,0.012742
17-02-2012,1.580778,1.31268,1.088021,1.075061,1.003311,0.158702,0.020291,0.012686
20-02-2012,1.586924,1.322716,1.093494,1.080345,1.008675,0.158788,0.020277,0.012533
21-02-2012,1.582829,1.320481,1.094571,1.072202,1.005126,0.158745,0.020347,0.012565
22-02-2012,1.579031,1.324328,1.096972,1.066997,1.003412,0.158811,0.020283,0.012527
23-02-2012,1.567202,1.325574,1.098177,1.062496,1.0001,0.158834,0.020318,0.012456
24-02-2012,1.574555,1.337363,1.110124,1.0728,1.002808,0.158768,0.02037,0.012511
27-02-2012,1.588688,1.346711,1.118318,1.069519,1.0004,0.158801,0.020405,0.012274
28-02-2012,1.58328,1.340662,1.112966,1.075917,1.001904,0.158685,0.020336,0.012428
29-02-2012,1.592205,1.3478,1.118443,1.07996,1.00634,0.15877,0.02038,0.012425
01-03-2012,1.592357,1.33209,1.10562,1.074114,1.011736,0.158874,0.020407,0.012304
02-03-2012,1.595914,1.332268,1.104374,1.080777,1.014971,0.15875,0.020326,0.012327
05-03-2012,1.583306,1.318618,1.093255,1.07226,1.010714,0.15877,0.020195,0.012251
06-03-2012,1.587554,1.322576,1.096804,1.067703,1.006239,0.158536,0.020067,0.012267
07-03-2012,1.572327,1.312336,1.088755,1.056602,0.998901,0.158368,0.019858,0.012398
08-03-2012,1.573564,1.313991,1.090536,1.056881,1.001803,0.158474,0.019889,0.012294
09-03-2012,1.582529,1.327492,1.1012,1.064464,1.009795,0.158316,0.019971,0.012258
12-03-2012,1.5673,1.312508,1.088376,1.056334,1.009795,0.158453,0.020099,0.01214
13-03-2012,1.565435,1.316829,1.092657,1.053297,1.008675,0.158098,0.020013,0.012141
14-03-2012,1.570598,1.308044,1.082954,1.054296,1.011941,0.15806,0.020068,0.012054
15-03-2012,1.565435,1.302253,1.073653,1.044005,1.00634,0.157935,0.020037,0.011927
16-03-2012,1.570352,1.307873,1.083189,1.0521,1.007861,0.157998,0.01985,0.011977
19-03-2012,1.583707,1.317714,1.092299,1.060198,1.009133,0.158155,0.019947,0.011983
20-03-2012,1.588815,1.322926,1.096852,1.059985,1.012556,0.158263,0.019909,0.011995
21-03-2012,1.586294,1.323767,1.097815,1.048515,1.009082,0.15821,0.019846,0.011955
22-03-2012,1.587554,1.321877,1.096251,1.045905,1.008166,0.158233,0.019752,0.012019
23-03-2012,1.582779,1.320481,1.09553,1.04015,1.001302,0.158728,0.019562,0.01212
26-03-2012,1.587806,1.328304,1.102293,1.048867,1.003613,0.158617,0.019543,0.012108
27-03-2012,1.596169,1.336005,1.107542,1.052698,1.008776,0.158579,0.019599,0.01205
28-03-2012,1.595405,1.332871,1.105583,1.044321,1.00452,0.158652,0.019732,0.012041
29-03-2012,1.58932,1.332623,1.105705,1.039199,1.002305,0.15869,0.019696,0.012073
30-03-2012,1.595914,1.331381,1.104484,1.037495,1.003613,0.158579,0.019479,0.012155
02-04-2012,1.601409,1.335827,1.109632,1.042601,1.003915,0.158849,0.019659,0.012067
03-04-2012,1.603849,1.333333,1.107665,1.042927,1.010101,0.158841,0.019659,0.012264
04-04-2012,1.59066,1.322524,1.097864,1.030981,1.009184,0.158851,0.0199,0.012073
05-04-2012,1.590331,1.314406,1.092299,1.028098,1.003714,0.158826,0.019566,0.01213
06-04-2012,1.58303,1.306506,1.087075,1.029516,1.006948,0.158461,0.019595,0.012155
09-04-2012,1.588058,1.307908,1.088732,1.028796,1.002607,0.158567,0.019595,0.012296
10-04-2012,1.590811,1.311131,1.090513,1.031013,1.003512,0.158562,0.019589,0.012248
11-04-2012,1.58554,1.30736,1.088376,1.023395,0.995223,0.158491,0.019428,0.012392
12-04-2012,1.592357,1.311992,1.090394,1.032002,0.996711,0.158562,0.019433,0.012344
13-04-2012,1.595914,1.318913,1.097574,1.043896,1.005328,0.158584,0.019521,0.012356
16-04-2012,1.585037,1.305653,1.085069,1.034372,1.001051,0.15875,0.019401,0.012361
17-04-2012,1.589572,1.31268,1.09218,1.0354,1.0003,0.158421,0.019354,0.012441
18-04-2012,1.59421,1.313543,1.093255,1.04068,1.011225,0.158723,0.01943,0.012337
19-04-2012,1.602307,1.311992,1.091584,1.037226,1.009285,0.158702,0.019309,0.0123
20-04-2012,1.606168,1.314579,1.093494,1.03464,1.005632,0.158655,0.01918,0.012254
23-04-2012,1.613163,1.320481,1.099288,1.0384,1.006948,0.158544,0.019206,0.012255
24-04-2012,1.612123,1.315201,1.094571,1.031098,1.009082,0.158587,0.019048,0.012333
25-04-2012,1.614466,1.319784,1.098298,1.033399,1.013479,0.158597,0.018985,0.012287
26-04-2012,1.617809,1.323276,1.101273,1.036205,1.017812,0.158692,0.019034,0.0123
27-04-2012,1.617861,1.319087,1.097815,1.036699,1.014405,0.158851,0.019083,0.012337
30-04-2012,1.628134,1.324152,1.102414,1.045631,1.019472,0.158624,0.019034,0.012446
01-05-2012,1.623377,1.323977,1.10205,1.042199,1.012361,0.159074,0.01899,0.012512
02-05-2012,1.622323,1.323977,1.101965,1.033699,1.014713,0.159046,0.019037,0.012467
03-05-2012,1.619302,1.314752,1.094331,1.030779,1.013582,0.158957,0.018883,0.012481
04-05-2012,1.619197,1.315616,1.094931,1.026799,1.012351,0.159018,0.018724,0.012467
07-05-2012,1.612305,1.297034,1.079669,1.012402,1.001904,0.158957,0.018703,0.012529
08-05-2012,1.619433,1.306165,1.087228,1.021565,1.007729,0.158765,0.018903,0.012513
09-05-2012,1.614726,1.299545,1.0819,1.010295,1.0005,0.158524,0.018826,0.012522
10-05-2012,1.613814,1.293661,1.077122,1.00546,0.998104,0.158484,0.018581,0.012545
11-05-2012,1.613684,1.293494,1.07689,1.006026,0.997108,0.158368,0.018778,0.012521
14-05-2012,1.607717,1.28999,1.073998,1.002466,0.9998,0.158469,0.018647,0.012495
15-05-2012,1.609787,1.283203,1.068262,0.997407,0.997805,0.158193,0.018533,0.012523
16-05-2012,1.598721,1.273561,1.060445,0.994629,0.993147,0.158265,0.018592,0.012449
17-05-2012,1.592103,1.273075,1.060108,0.993147,0.988435,0.158275,0.018353,0.012446
18-05-2012,1.578532,1.269841,1.057418,0.989511,0.981643,0.15821,0.018359,0.012593
21-05-2012,1.581278,1.277302,1.063377,0.983865,0.97924,0.15802,0.018376,0.012631
22-05-2012,1.582779,1.281066,1.066894,0.991768,0.982801,0.158135,0.018173,0.012593
23-05-2012,1.576094,1.266464,1.054296,0.97723,0.978569,0.15826,0.018054,0.012499
24-05-2012,1.568381,1.256124,1.045719,0.972857,0.974564,0.157965,0.017859,0.012591
25-05-2012,1.565925,1.253604,1.043188,0.976467,0.974279,0.157721,0.017999,0.012553
28-05-2012,1.568135,1.256913,1.045806,0.981932,0.975039,0.157706,0.018061,0.012564
29-05-2012,1.566907,1.252505,1.041992,0.982125,0.975229,0.157754,0.018061,0.012569
30-05-2012,1.563477,1.247816,1.038853,0.982704,0.976753,0.157691,0.017964,0.012579
31-05-2012,1.548299,1.237471,1.030216,0.970497,0.97078,0.157463,0.017785,0.012661
01-06-2012,1.539646,1.236247,1.02923,0.972101,0.968054,0.15702,0.017832,0.012734
04-06-2012,1.535155,1.240233,1.032461,0.964413,0.958139,0.156993,0.018006,0.012804
05-06-2012,1.538462,1.250938,1.042329,0.974849,0.963484,0.157131,0.01797,0.012761
06-06-2012,1.538462,1.246261,1.037667,0.977613,0.964515,0.157048,0.017973,0.012702
07-06-2012,1.548227,1.257387,1.047011,0.990884,0.97229,0.157136,0.018064,0.012615
08-06-2012,1.552313,1.257071,1.046463,0.990982,0.97352,0.157015,0.018202,0.012549
11-06-2012,1.55376,1.264542,1.052964,0.998602,0.978953,0.15689,0.018045,0.012569
12-06-2012,1.548611,1.247816,1.038961,0.987752,0.970214,0.156917,0.017967,0.012609
13-06-2012,1.556905,1.250469,1.041016,0.995322,0.974374,0.156969,0.017922,0.012574
14-06-2012,1.552072,1.257387,1.047011,0.994926,0.972479,0.157426,0.01796,0.012599
15-06-2012,1.555452,1.262786,1.051558,1.001522,0.977374,0.156897,0.017922,0.012591
18-06-2012,1.571586,1.270487,1.057742,1.011439,0.980075,0.157065,0.018054,0.01265
19-06-2012,1.568627,1.259763,1.049098,1.011296,0.978378,0.157292,0.017888,0.012658
20-06-2012,1.571981,1.26807,1.055966,1.018195,0.982511,0.157364,0.017874,0.012653
21-06-2012,1.570598,1.26807,1.05581,1.019628,0.980777,0.157483,0.01781,0.012591
22-06-2012,1.560063,1.255178,1.044823,1.00444,0.972195,0.157112,0.017763,0.012497
25-06-2012,1.558361,1.253761,1.044059,1.003502,0.974089,0.157129,0.017508,0.012413
26-06-2012,1.556662,1.250469,1.041211,1.001402,0.972091,0.157149,0.017541,0.012555
27-06-2012,1.563722,1.248751,1.039825,1.005005,0.976467,0.157166,0.017541,0.012585
28-06-2012,1.557147,1.247349,1.038465,1.007679,0.975619,0.157292,0.01759,0.012549
29-06-2012,1.551831,1.244091,1.036087,1.003371,0.967679,0.157297,0.017606,0.012608
02-07-2012,1.568209,1.265518,1.053075,1.023919,0.982415,0.157379,0.018017,0.012525
03-07-2012,1.56912,1.258178,1.047406,1.023803,0.983381,0.157513,0.018041,0.012588
04-07-2012,1.56912,1.260557,1.049428,1.028997,0.988142,0.157413,0.018397,0.012525
05-07-2012,1.558409,1.251627,1.04221,1.026863,0.986875,0.15754,0.018356,0.012509
06-07-2012,1.553036,1.239157,1.031566,1.028077,0.985999,0.157332,0.018202,0.012522
09-07-2012,1.547988,1.227144,1.021659,1.019597,0.980777,0.157114,0.01805,0.012582
10-07-2012,1.553036,1.23183,1.025767,1.020689,0.9812,0.156954,0.017907,0.012569
11-07-2012,1.551831,1.22564,1.020616,1.018828,0.978186,0.157092,0.018054,0.012602
12-07-2012,1.551109,1.224725,1.019784,1.024968,0.981258,0.156946,0.01798,0.012561
13-07-2012,1.542734,1.219274,1.015435,1.013695,0.980585,0.156831,0.01788,0.012609
16-07-2012,1.558361,1.22489,1.019992,1.0235,0.986291,0.156428,0.018136,0.012631
17-07-2012,1.5625,1.226843,1.021555,1.024076,0.985319,0.156769,0.018166,0.012687
18-07-2012,1.566416,1.229559,1.023646,1.031598,0.988338,0.156905,0.018149,0.012643
19-07-2012,1.5647,1.227747,1.022349,1.036098,0.990295,0.157001,0.018079,0.012691
20-07-2012,1.571833,1.227687,1.02239,1.042438,0.992457,0.15691,0.018143,0.0127
23-07-2012,1.560793,1.212709,1.009795,1.033987,0.985999,0.15689,0.018077,0.012747
24-07-2012,1.551831,1.212415,1.009693,1.027295,0.982318,0.15659,0.017869,0.01277
25-07-2012,1.550147,1.206185,1.004419,1.021597,0.978062,0.156553,0.017823,0.012803
26-07-2012,1.548707,1.214034,1.01102,1.03046,0.984543,0.156529,0.017807,0.012804
27-07-2012,1.568627,1.228049,1.022495,1.039501,0.990393,0.156639,0.018012,0.012767
30-07-2012,1.572822,1.230466,1.024485,1.046408,0.995818,0.15672,0.0181,0.012739
31-07-2012,1.571339,1.225941,1.020825,1.049869,0.998652,0.15675,0.018043,0.012804
01-08-2012,1.566784,1.229407,1.023541,1.048504,0.99681,0.157188,0.01797,0.012801
02-08-2012,1.554485,1.22414,1.01916,1.047,0.995302,0.157015,0.018028,0.012758
03-08-2012,1.55159,1.218027,1.013993,1.045883,0.992999,0.157045,0.017909,0.012784
06-08-2012,1.565411,1.242854,1.03434,1.055899,0.99943,0.156949,0.017938,0.012721
07-08-2012,1.558798,1.239004,1.031566,1.056301,0.9994,0.156887,0.018012,0.012788
08-08-2012,1.561622,1.238697,1.03114,1.053696,1.002567,0.157067,0.018161,0.012721
09-08-2012,1.56703,1.237333,1.030078,1.055799,1.005025,0.157198,0.018045,0.012755
10-08-2012,1.563111,1.229407,1.023657,1.057395,1.008797,0.157176,0.018094,0.012721
13-08-2012,1.566907,1.227717,1.022328,1.055286,1.008593,0.157248,0.01809,0.01278
14-08-2012,1.56789,1.232742,1.026483,1.051403,1.007455,0.157168,0.018071,0.012767
15-08-2012,1.567644,1.23259,1.026094,1.048713,1.008136,0.15726,0.01797,0.012688
16-08-2012,1.568135,1.228954,1.023332,1.049604,1.010816,0.157176,0.01797,0.01266
17-08-2012,1.573564,1.235788,1.028912,1.052399,1.013685,0.157077,0.01798,0.012618
20-08-2012,1.568874,1.233259,1.026799,1.043722,1.011736,0.15727,0.017944,0.012577
21-08-2012,1.571092,1.23533,1.028595,1.045205,1.011634,0.15725,0.018019,0.012606
22-08-2012,1.577909,1.247661,1.038961,1.046901,1.010468,0.157324,0.018063,0.01262
23-08-2012,1.58836,1.253447,1.043732,1.050906,1.009591,0.157433,0.01802,0.012733
24-08-2012,1.585791,1.256124,1.045949,1.043242,1.006077,0.157361,0.018097,0.012723
27-08-2012,1.580303,1.250438,1.041265,1.040485,1.007983,0.157361,0.018019,0.012702
28-08-2012,1.57928,1.250156,1.041016,1.036602,1.009785,0.157307,0.017957,0.012698
29-08-2012,1.582604,1.257229,1.046792,1.037495,1.012248,0.157356,0.017965,0.012728
30-08-2012,1.582779,1.253133,1.043515,1.034105,1.010611,0.157433,0.017978,0.012703
31-08-2012,1.579031,1.251095,1.041884,1.028098,1.007455,0.157475,0.017977,0.012734
03-09-2012,1.587302,1.257703,1.04734,1.027813,1.014199,0.157515,0.018012,0.012773
04-09-2012,1.588058,1.258653,1.048328,1.024097,1.014086,0.157676,0.018009,0.012765
05-09-2012,1.586546,1.253447,1.043732,1.0212,1.013582,0.157545,0.01797,0.012744
06-09-2012,1.590584,1.260239,1.046682,1.019295,1.009632,0.157498,0.017888,0.012752
07-09-2012,1.593372,1.263264,1.048548,1.028595,1.017501,0.157649,0.017967,0.012676
10-09-2012,1.60082,1.279591,1.057753,1.036216,1.022181,0.157659,0.018064,0.012785
11-09-2012,1.599207,1.276161,1.056747,1.033399,1.023657,0.157786,0.018038,0.012783
12-09-2012,1.6072,1.285182,1.064963,1.043047,1.027327,0.157851,0.018071,0.012862
13-09-2012,1.610825,1.290323,1.067122,1.046605,1.024485,0.158043,0.018113,0.012849
14-09-2012,1.615509,1.299376,1.069782,1.053519,1.03277,0.157978,0.018045,0.012879
17-09-2012,1.622586,1.311648,1.079517,1.053863,1.029241,0.158346,0.018417,0.012766
18-09-2012,1.624695,1.311011,1.078516,1.047592,1.026167,0.158541,0.018516,0.012711
19-09-2012,1.624431,1.304631,1.07747,1.0455,1.025957,0.158263,0.018512,0.012695
20-09-2012,1.623113,1.305824,1.079564,1.047219,1.025641,0.158479,0.018512,0.012756
21-09-2012,1.622192,1.297353,1.07257,1.043515,1.024485,0.158655,0.01843,0.012788
24-09-2012,1.623113,1.296849,1.071697,1.043558,1.022913,0.158592,0.018741,0.012807
25-09-2012,1.622586,1.294163,1.069931,1.04259,1.022537,0.158494,0.018703,0.012843
26-09-2012,1.619433,1.290006,1.066485,1.036377,1.019576,0.158582,0.018741,0.012865
27-09-2012,1.617861,1.288162,1.064963,1.03728,1.016054,0.158685,0.018689,0.01287
28-09-2012,1.623298,1.291322,1.066985,1.043765,1.01968,0.15867,0.018865,0.012885
01-10-2012,1.612487,1.280902,1.059883,1.03554,1.016054,0.159114,0.018922,0.012827
02-10-2012,1.612903,1.288826,1.0657,1.036098,1.018434,0.159114,0.019085,0.012814
03-10-2012,1.613163,1.291656,1.06735,1.025978,1.016157,0.158123,0.019085,0.012785
04-10-2012,1.610047,1.292324,1.067316,1.023217,1.013695,0.158165,0.019174,0.012753
05-10-2012,1.618647,1.301744,1.074275,1.024265,1.020065,0.158175,0.019328,0.012741
08-10-2012,1.613892,1.301575,1.074125,1.017046,1.02329,0.158125,0.019265,0.012706
09-10-2012,1.603412,1.29769,1.072156,1.021357,1.025084,0.159056,0.018998,0.012774
10-10-2012,1.599693,1.285843,1.062101,1.018755,1.021044,0.15902,0.018969,0.012785
11-10-2012,1.600768,1.285843,1.063671,1.022202,1.018434,0.158755,0.018853,0.012808
12-10-2012,1.604596,1.293326,1.069553,1.025536,1.022652,0.159291,0.018987,0.012755
15-10-2012,1.60591,1.294331,1.069862,1.022631,1.01995,0.159591,0.018938,0.012744
16-10-2012,1.608105,1.296849,1.073192,1.026905,1.019482,0.159497,0.018863,0.012692
17-10-2012,1.613007,1.310788,1.083764,1.030896,1.014507,0.15965,0.018915,0.012686
18-10-2012,1.61371,1.311648,1.084246,1.037904,1.022286,0.159887,0.018915,0.012649
19-10-2012,1.605703,1.306916,1.08156,1.037495,1.015538,0.159962,0.018724,0.012609
22-10-2012,1.599795,1.302253,1.077656,1.030577,1.005824,0.159908,0.018574,0.012617
23-10-2012,1.602282,1.307019,1.079715,1.033677,1.008065,0.159882,0.018703,0.012502
24-10-2012,1.594896,1.297353,1.071926,1.026905,1.007455,0.159967,0.018616,0.012528
25-10-2012,1.603155,1.296512,1.072041,1.034597,1.005935,0.160056,0.018611,0.012525
26-10-2012,1.611811,1.293828,1.069519,1.035143,1.005136,0.160092,0.018675,0.012463
29-10-2012,1.609528,1.292407,1.068604,1.035304,1.000801,0.159683,0.018675,0.012555
30-10-2012,1.603078,1.290822,1.068159,1.033976,0.9993,0.160154,0.018492,0.012537
31-10-2012,1.607459,1.29626,1.072662,1.036602,1.00049,0.160208,0.018533,0.01255
01-11-2012,1.613424,1.296512,1.073733,1.037603,1,0.160321,0.01856,0.012522
02-11-2012,1.613424,1.294834,1.073445,1.041363,1.003714,0.160254,0.018638,0.012466
05-11-2012,1.602102,1.282791,1.062812,1.034297,1.004419,0.160133,0.018585,0.012422
06-11-2012,1.598466,1.280246,1.060445,1.038098,1.004319,0.160236,0.018319,0.012475
07-11-2012,1.599232,1.280803,1.060333,1.043068,1.008166,0.160113,0.018376,0.012455
08-11-2012,1.59821,1.275998,1.057641,1.040399,1.003512,0.160159,0.018451,0.012505
09-11-2012,1.59775,1.274535,1.056948,1.040107,0.99981,0.159546,0.018397,0.012582
12-11-2012,1.589421,1.272394,1.055186,1.039501,1,0.160136,0.018319,0.012585
13-11-2012,1.587806,1.270971,1.054519,1.042655,1.00008,0.160792,0.018222,0.012563
14-11-2012,1.587806,1.270971,1.055966,1.044397,0.998283,0.160411,0.018222,0.012585
15-11-2012,1.584108,1.273237,1.057641,1.036592,0.996105,0.160501,0.018247,0.012469
16-11-2012,1.586546,1.278445,1.061368,1.033987,0.999331,0.160351,0.018282,0.012327
19-11-2012,1.590559,1.27595,1.058873,1.036044,0.99976,0.160259,0.01813,0.012266
20-11-2012,1.589421,1.276944,1.060839,1.040236,1.00311,0.160282,0.018163,0.012293
21-11-2012,1.59261,1.281443,1.063717,1.039004,1.003583,0.160442,0.018149,0.012232
22-11-2012,1.596934,1.286505,1.068034,1.038303,1.004288,0.160478,0.018146,0.01211
23-11-2012,1.594133,1.287515,1.069176,1.038023,1.002376,0.160321,0.018113,0.012142
26-11-2012,1.602795,1.296596,1.077145,1.045905,1.006431,0.16048,0.018037,0.012114
27-11-2012,1.603335,1.298701,1.078865,1.047197,1.007374,0.160627,0.017974,0.012214
28-11-2012,1.602307,1.293828,1.074564,1.044397,1.005834,0.16071,0.018035,0.012183
29-11-2012,1.601537,1.295337,1.07631,1.047504,1.008166,0.160578,0.017952,0.012173
30-11-2012,1.604107,1.297353,1.077819,1.042938,1.007049,0.160478,0.018236,0.012173
03-12-2012,1.602307,1.29968,1.078516,1.042601,1.006441,0.160601,0.01843,0.012128
04-12-2012,1.609787,null,null,null,null,0.16055,0.018259,0.012175
05-12-2012,1.610099,1.309929,1.079447,1.047493,1.006887,0.16063,0.018291,0.012223
06-12-2012,1.609321,1.307019,1.079447,1.044801,1.008268,0.160627,0.018336,0.012131
07-12-2012,1.605008,1.296344,1.072214,1.047395,1.008685,0.160555,0.018473,0.012132
10-12-2012,1.603566,1.290606,1.068524,1.048185,1.013274,0.160658,0.018403,0.012112
11-12-2012,1.607407,1.293828,1.071237,1.048801,1.013788,0.160777,0.018353,0.012143
12-12-2012,1.611863,1.301321,1.073618,1.053696,1.014199,0.160123,0.01843,0.012118
13-12-2012,1.613684,1.306677,1.079214,1.05463,1.015641,0.159903,0.01841,0.012018
14-12-2012,1.611603,1.307873,1.082673,1.053175,1.016023,0.160087,0.018363,0.011952
17-12-2012,1.617599,1.316586,1.089206,1.055532,1.014466,0.160123,0.01837,0.011882
18-12-2012,1.620483,1.316482,1.089574,1.054797,1.01656,0.160223,0.018232,0.011919
19-12-2012,1.624959,1.323101,1.09541,1.051989,1.014199,0.160351,0.018232,0.011854
20-12-2012,1.625224,1.321528,1.094595,1.04768,1.011429,0.160429,0.018332,0.011873
21-12-2012,1.627339,1.323767,1.096611,1.048097,1.012658,0.160393,0.018232,0.011846
24-12-2012,1.615692,1.3182,1.091703,1.039696,1.00634,0.160395,0.018163,0.011847
25-12-2012,1.613163,1.318044,1.091703,1.036796,1.007455,0.160362,0.018199,0.011787
26-12-2012,1.613684,1.318044,1.091751,1.037398,1.008878,0.160403,0.018179,0.011765
27-12-2012,1.612643,1.322576,1.09517,1.036581,1.006229,0.160369,0.018236,0.011673
28-12-2012,1.611603,1.32503,1.096011,1.036979,1.005328,0.160262,0.018201,0.01156
31-12-2012,1.616292,1.322769,1.09577,1.039199,1.005632,0.16039,0.018264,0.011633
01-01-2013,1.62364,1.320132,1.093374,1.039901,1.008065,0.160498,0.018184,0.011531
02-01-2013,1.624695,1.319784,1.092299,1.039166,1.006137,0.160318,0.018289,0.011547
03-01-2013,1.62525,1.318218,1.089586,1.049296,1.01461,0.160431,0.0184,0.011458
04-01-2013,1.608234,1.303271,1.077586,1.045303,1.011736,0.160449,0.018349,0.011397
07-01-2013,1.606787,1.306745,1.081631,1.049538,1.014209,0.160501,0.018222,0.011338
08-01-2013,1.612201,1.312508,1.085894,1.051171,1.01461,0.160519,0.01811,0.011461
09-01-2013,1.606168,1.308233,1.082485,1.05137,1.013685,0.160663,0.018186,0.011512
10-01-2013,1.601537,1.305483,1.080089,1.050608,1.012545,0.160637,0.018266,0.011346
11-01-2013,1.616292,1.327316,1.094032,1.058033,1.017056,0.160653,0.018329,0.011205
14-01-2013,1.612695,1.336202,1.094212,1.053785,1.015744,0.16087,0.018226,0.01117
15-01-2013,1.607717,1.337793,1.084246,1.056424,1.016539,0.160712,0.018351,0.011178
16-01-2013,1.607459,1.330849,1.073307,1.057083,1.016363,0.160942,0.018311,0.011268
17-01-2013,1.600256,1.32908,1.074345,1.055844,1.014096,0.160785,0.018286,0.011283
18-01-2013,1.597699,1.337256,1.071639,1.054608,1.014405,0.160816,0.0184,0.011133
21-01-2013,1.58554,1.332001,1.070618,1.050718,1.008075,0.16115,0.018609,0.011089
22-01-2013,1.583782,1.33115,1.070286,1.051602,1.007354,0.160754,0.018598,0.011161
23-01-2013,1.583908,1.331398,1.076171,1.05629,1.008268,0.160705,0.018585,0.011296
24-01-2013,1.58328,1.330849,1.075732,1.053685,1.0003,0.16073,0.018633,0.011289
25-01-2013,1.578283,1.336934,1.075905,1.044605,0.997705,0.16079,0.01863,0.011043
28-01-2013,1.577511,1.346602,1.0789,1.041352,0.99226,0.160785,0.01859,0.010967
29-01-2013,1.569859,1.344628,1.079797,1.042231,0.994135,0.160681,0.01855,0.011055
30-01-2013,1.574803,1.349164,1.084363,1.046901,0.998702,0.160622,0.018602,0.011014
31-01-2013,1.579779,1.356834,1.097695,1.041884,0.997805,0.160785,0.018761,0.010986
01-02-2013,1.587024,1.3611,1.099626,1.043221,1.003311,0.160829,0.018792,0.010904
04-02-2013,1.5705,1.364871,1.101079,1.042601,1.00321,0.160503,0.01881,0.010779
05-02-2013,1.575547,1.351169,1.100364,1.044103,1.002305,0.160503,0.018768,0.010852
06-02-2013,1.566661,1.358142,1.10154,1.039004,1.004601,0.16057,0.018821,0.010687
07-02-2013,1.566416,1.352393,1.099022,1.032002,1.00452,0.160537,0.018814,0.010703
08-02-2013,1.571018,1.338939,1.088862,1.028267,1.002305,0.160436,0.018791,0.01068
11-02-2013,1.580228,1.336827,1.090275,1.032279,0.996393,0.159923,0.018661,0.010807
12-02-2013,1.56568,1.340357,1.086283,1.026357,0.994768,0.160442,0.018533,0.010617
13-02-2013,1.567644,1.345207,1.090988,1.03387,0.998432,0.160449,0.018571,0.010718
14-02-2013,1.553302,1.344447,1.090037,1.036098,0.998333,0.160442,0.018581,0.010723
15-02-2013,1.548659,1.335292,1.084446,1.035057,0.999101,0.160447,0.018547,0.010758
18-02-2013,1.548012,1.334401,1.083306,1.02994,0.992753,0.160658,0.01841,0.01067
19-02-2013,1.547748,1.334721,1.083154,1.031896,0.989609,0.160185,0.018458,0.010678
